,ghi,temp,wind,is_weekend,is_spring,is_summer,is_autumn,is_winter,is_holiday,is_daylight
0,2.318664344098925,0.4484234912326243,-0.8373916373200835,0,1,0,0,0,0,1
1,2.091074807893653,0.567245149021222,-0.3681035412297419,0,1,0,0,0,0,1
2,1.985427103174191,0.6924550679812498,0.11498714592208002,0,1,0,0,0,0,1
3,1.2702734096886015,0.7665588975698379,0.01836900849171551,0,1,0,0,0,0,1
4,1.713181094858654,0.7997778556612736,-0.1748672663690132,0,1,0,0,0,0,1
5,1.3556042481158592,0.8023331601298455,-0.6441553624593547,0,1,0,0,0,0,1
6,0.664830794180915,0.7895566377869858,-1.1272460496111767,0,1,0,0,0,0,1
7,-0.09095663188908314,0.6656243710612437,-1.5965341457015183,0,1,0,0,0,0,1
8,-0.6598288880708021,0.6132406294555178,-1.5965341457015183,0,1,0,0,0,0,1
9,-0.6598288880708021,0.5174167118840682,-1.3204823244719057,0,1,0,0,0,0,0
10,-0.6598288880708021,0.3807079228154665,-1.2238641870415412,0,1,0,0,0,0,0
11,-0.6598288880708021,0.20822487118685692,-1.3204823244719057,0,1,0,0,0,0,0
12,-0.6598288880708021,0.04213008072967717,-1.1272460496111767,0,1,0,0,0,0,0
13,-0.6598288880708021,-0.14440714547607833,-0.934009774750448,0,1,0,0,0,0,0
14,-0.6598288880708021,-0.2977254135903981,-0.8373916373200835,0,1,0,0,0,0,0
15,-0.6598288880708021,-0.3999375923332778,-0.5475372250289903,0,1,0,0,0,0,0
16,-0.6598288880708021,-0.5558111649161696,-0.46472167866010644,0,1,0,0,0,0,0
17,-0.6598288880708021,-0.7155176942019192,-0.5475372250289903,0,1,0,0,0,0,0
18,-0.6598288880708021,-0.8496711788019489,-0.7407734998897192,0,1,0,0,0,0,0
19,-0.6232585287448345,-0.8445605698648049,-0.7407734998897192,0,1,0,0,0,0,1
20,0.035007939122583216,-0.6989082151562013,-0.7407734998897192,0,1,0,0,0,0,1
21,0.827365724518549,-0.18273671250465834,-0.934009774750448,0,1,0,0,0,0,1
22,1.5140758051950525,0.21589078459257297,-1.4999160082711538,0,1,0,0,0,0,1
23,2.131749174210646,0.4113715764383305,-0.46472167866010644,0,1,0,0,0,0,1
24,2.513706260504086,0.5544686266783623,-0.46472167866010644,0,1,0,0,0,0,1
25,2.647797578032634,0.6362383696726662,-0.2714854037993777,0,1,0,0,0,0,1
26,2.5299597535378493,0.7716695065069817,-0.07824912893864869,0,1,0,0,0,0,1
27,2.3755515697170972,0.8406627271584255,0.01836900849171551,0,1,0,0,0,0,1
28,1.664420615757364,0.8099990735355618,0.40484155821317325,0,1,0,0,0,0,1
29,1.205259437553548,0.7844460288498415,0.40484155821317325,0,1,0,0,0,0,1
30,0.5754365824952162,0.77550246320984,0.21160528335244452,0,1,0,0,0,0,1
31,-0.2859985482942439,0.716730460432684,-0.2714854037993777,0,1,0,0,0,0,1
32,-0.6598288880708021,0.5736334101926521,-0.46472167866010644,0,1,0,0,0,0,1
33,-0.6598288880708021,0.4637553180440564,-0.934009774750448,0,1,0,0,0,0,0
34,-0.6598288880708021,0.3577101825983186,-0.8373916373200835,0,1,0,0,0,0,0
35,-0.6598288880708021,0.19928130554685491,-0.46472167866010644,0,1,0,0,0,0,0
36,-0.6598288880708021,0.014021731575385379,-0.3681035412297419,0,1,0,0,0,0,0
37,-0.6598288880708021,-0.028140792156052544,-0.8373916373200835,0,1,0,0,0,0,0
38,-0.6598288880708021,-0.25300758539038803,-0.46472167866010644,0,1,0,0,0,1,0
39,-0.6598288880708021,-0.3462761984932659,-0.3681035412297419,0,1,0,0,0,1,0
40,-0.6598288880708021,-0.45487663840757564,-0.3681035412297419,0,1,0,0,0,1,0
41,-0.6598288880708021,-0.5736982961961735,-0.3681035412297419,0,1,0,0,0,1,0
42,-0.6598288880708021,-0.6490797780190473,-0.3681035412297419,0,1,0,0,0,1,0
43,-0.6151317822279527,-0.7155176942019192,-0.3681035412297419,0,1,0,0,0,1,1
44,0.006564326313497269,-0.6005289931161795,-0.6441553624593547,0,1,0,0,0,1,1
45,0.8029854849679039,-0.11246583961892839,-0.7407734998897192,0,1,0,0,0,1,1
46,1.50188568541973,0.16861765192399095,-0.2714854037993777,0,1,0,0,0,1,1
47,2.1398759207275275,0.30788174546116465,-0.07824912893864869,0,1,0,0,0,1,1
48,2.521833007020968,0.4292587077183345,0.30822342078280907,0,1,0,0,0,1,1
49,2.5746568593806987,0.578744019129796,0.21160528335244452,0,1,0,0,0,1,1
50,2.586846979156021,0.7077868947926819,0.21160528335244452,0,1,0,0,0,1,1
51,2.1154956811768826,0.7154528081983977,0.40484155821317325,0,1,0,0,0,1,1
52,1.2377664236210746,0.6477372397812402,0.7775115168731503,0,1,0,0,0,1,1
53,1.2337030503626338,0.5825769758326541,0.970747791733879,0,1,0,0,0,1,1
54,0.6567040476640332,0.5416921043355022,0.48765710458205713,0,1,0,0,0,1,1
55,-0.09502000514752398,0.4739765359183444,0.01836900849171551,0,1,0,0,0,1,1
56,-0.6598288880708021,0.3040487887583067,0.11498714592208002,0,1,0,0,0,1,1
57,-0.6598288880708021,0.22738965470114691,0.11498714592208002,0,1,0,0,0,1,0
58,-0.6598288880708021,0.06385016871253912,0.01836900849171551,0,1,0,0,0,1,0
59,-0.6598288880708021,-0.06519270695034658,-0.1748672663690132,0,1,0,0,0,1,0
60,-0.6598288880708021,-0.16229427675608235,-0.2714854037993777,0,1,0,0,0,1,0
