timestamp,power_consumption,temp,is_weekend,is_spring,is_summer,is_autumn,is_winter,is_holiday,is_daylight,hour_1,hour_2,hour_3,hour_4,hour_5,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23
2022-04-16 12:00:00+00:00,-1.9429073500433574,0.24085978658755527,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2022-04-16 13:00:00+00:00,-1.8338569657237547,0.2608976961541775,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2022-04-16 14:00:00+00:00,-1.6907283363042762,0.2471216333271248,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2022-04-16 15:00:00+00:00,-1.4385493225651949,0.21205529158553574,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2022-04-16 16:00:00+00:00,-1.1318451166663122,0.1419226081023578,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2022-04-16 17:00:00+00:00,-0.8592191558673055,0.04423779896507442,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2022-04-16 18:00:00+00:00,-0.879666102927231,-0.06847544234717577,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2022-04-16 19:00:00+00:00,-0.83877220880738,-0.20498370126978982,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2022-04-16 20:00:00+00:00,-0.21854814798963956,-0.3677917164985955,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2022-04-16 21:00:00+00:00,-0.027709975430334807,-0.5243378849878318,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2022-04-16 22:00:00+00:00,-0.3139672342692919,-0.6583414052146181,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2022-04-16 23:00:00+00:00,-0.3207828832892671,-0.7685499078310406,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2022-04-17 00:00:00+00:00,-0.32759853230924224,-0.853711023489185,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-17 01:00:00+00:00,-0.3207828832892671,-0.9902192824117991,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-17 02:00:00+00:00,-0.3344141813292174,-1.0540901191554075,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-17 03:00:00+00:00,-0.27988898916941607,-1.1204656945948437,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-17 04:00:00+00:00,0.11541865398914375,-1.1743175765551412,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-17 05:00:00+00:00,-0.007263028370409298,-1.20938391829673,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-17 06:00:00+00:00,-0.3684924264290933,-1.1279799106823272,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-17 07:00:00+00:00,-0.48435845976867115,-0.7735593852226961,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-17 08:00:00+00:00,-0.9273756460670571,-0.5756850282523014,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-17 09:00:00+00:00,-1.3090519911856666,-0.3890819954131316,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-17 10:00:00+00:00,-1.7452535284640776,-0.22627398018432596,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-17 11:00:00+00:00,-1.6770970382643258,-0.10354178408876463,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-17 12:00:00+00:00,-1.806594369643854,-0.018380668430620112,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2022-04-17 13:00:00+00:00,-1.922460402983432,0.049247276356730096,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2022-04-17 14:00:00+00:00,-1.8747508598436058,0.09057546483788849,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2022-04-17 15:00:00+00:00,-1.3840241304053935,0.09558494222954395,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2022-04-17 16:00:00+00:00,-1.206817255886039,0.06427570853169669,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2022-04-17 17:00:00+00:00,-1.03642603038666,-0.0046046056035673865,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2022-04-17 18:00:00+00:00,-0.83877220880738,-0.11105600017624803,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
