,power_consumption,ghi,temp,wind,ghi_clustered,temp_clustered,wind_clustered,ghi_dominant_frequencies,ghi_total_powers,temp_dominant_frequencies,temp_total_powers,wind_dominant_frequencies,wind_total_powers,ghi_rolling_mean_24,ghi_rolling_std_24,ghi_rolling_mean_168,ghi_rolling_std_168,ghi_lag_24,ghi_diff_24,ghi_diff_168,temp_rolling_mean_24,temp_rolling_std_24,temp_rolling_mean_168,temp_rolling_std_168,temp_lag_24,temp_diff_24,temp_diff_168,wind_rolling_mean_24,wind_rolling_std_24,wind_rolling_mean_168,wind_rolling_std_168,wind_lag_24,wind_diff_24,wind_diff_168,ghi_x_temp,ghi_x_wind,temp_x_wind,Temperature_Index,CDD,HDD,wind_power_density
0,1455.4558110477865,246.10094529777663,7.826855956298934,0.7245016501218634,235.4458825431534,7.207763973411854,0.6487380998088025,0.004657342847277516,1010518.956209586,0.010209857299145097,121.13172007918676,0.03299507174048085,6.061035580641838,100.33741237134898,104.55163239546773,89.87590351961839,90.39080139929476,245.8947408497198,123.00018626702942,140.77820748627406,7.410188468682243,1.0171665258689198,7.131660531855289,0.8428461971568486,7.8364864010379405,2.558479470575024,4.447203366497076,0.5383363772478202,0.21792242046755797,0.32087049497975295,0.19591242570275808,0.7256464178472507,0.8042949258284117,0.9271000767395651,5096.638877678807,448.96347905756886,13.404348880072417,6.964977464209728,1837.3434640144849,59955.16620811739,6.389517841324596
