,power_consumption,ghi,temp,wind,ghi_clustered,temp_clustered,wind_clustered,ghi_dominant_frequencies,ghi_total_powers,temp_dominant_frequencies,temp_total_powers,wind_dominant_frequencies,wind_total_powers,ghi_rolling_mean_24,ghi_rolling_std_24,ghi_rolling_mean_168,ghi_rolling_std_168,ghi_lag_24,ghi_diff_24,ghi_diff_168,temp_rolling_mean_24,temp_rolling_std_24,temp_rolling_mean_168,temp_rolling_std_168,temp_lag_24,temp_diff_24,temp_diff_168,wind_rolling_mean_24,wind_rolling_std_24,wind_rolling_mean_168,wind_rolling_std_168,wind_lag_24,wind_diff_24,wind_diff_168,ghi_x_temp,ghi_x_wind,temp_x_wind,Temperature_Index,CDD,HDD,wind_power_density
0,7942.17550313741,162.38451308900525,11.69025392670157,1.3666916230366495,161.84023148970007,11.662496492512558,1.366691623036649,0.04175964877021396,1213269.9694700427,0.04349830496567644,152.51369338372814,0.05836532826031184,5.6398102863831046,162.6057081318444,204.56306538063112,162.74276872251275,211.73253856735917,162.02829109947646,0.049938219895288016,-0.2781010471204186,11.691762836780299,2.3661266437968256,11.693222808286345,3.129079416989307,11.671978010471204,0.002262303664921456,0.011607329842931927,1.3663781941455921,0.444745511835483,1.3639216116118398,0.6204421674119658,1.3645612565445027,0.0011586387434554964,0.0031502617801047123,2720.6400631047118,248.01236638743455,15.116527785340315,10.910528272251309,3616.865632460735,87778.94083822046,3.1737124918959427
