,0
2024-05-26 01:00:00+00:00,0.42076194
2024-05-26 02:00:00+00:00,-0.37506652
2024-05-26 03:00:00+00:00,-0.25073335
2024-05-26 04:00:00+00:00,-0.1708597
2024-05-26 05:00:00+00:00,-0.24795067
2024-05-26 06:00:00+00:00,-0.647093
2024-05-26 07:00:00+00:00,-0.7144899
2024-05-26 08:00:00+00:00,-0.77654904
2024-05-26 09:00:00+00:00,-0.17358994
2024-05-26 10:00:00+00:00,0.35667366
2024-05-26 11:00:00+00:00,-0.29049742
2024-05-26 12:00:00+00:00,-0.62021947
2024-05-26 13:00:00+00:00,-0.76350594
2024-05-26 14:00:00+00:00,-0.32700288
2024-05-26 15:00:00+00:00,-0.01676464
2024-05-26 16:00:00+00:00,0.11089128
2024-05-26 17:00:00+00:00,0.012448549
2024-05-26 18:00:00+00:00,-0.03354019
2024-05-26 19:00:00+00:00,0.013715386
2024-05-26 20:00:00+00:00,0.057845056
2024-05-26 21:00:00+00:00,0.06992757
2024-05-26 22:00:00+00:00,-0.04554397
2024-05-26 23:00:00+00:00,-0.10813391
2024-05-27 00:00:00+00:00,-0.14484555
2024-05-27 01:00:00+00:00,-0.13535595
2024-05-27 02:00:00+00:00,-0.19482201
2024-05-27 03:00:00+00:00,-0.335945
2024-05-27 04:00:00+00:00,-0.35141808
2024-05-27 05:00:00+00:00,-0.028742865
2024-05-27 06:00:00+00:00,0.34918737
2024-05-27 07:00:00+00:00,0.71678716
2024-05-27 08:00:00+00:00,0.74798626
2024-05-27 09:00:00+00:00,0.8690931
2024-05-27 10:00:00+00:00,0.7217011
2024-05-27 11:00:00+00:00,-0.070744276
2024-05-27 12:00:00+00:00,0.49721992
2024-05-27 13:00:00+00:00,-0.054528475
2024-05-27 14:00:00+00:00,0.29169953
2024-05-27 15:00:00+00:00,0.060927153
2024-05-27 16:00:00+00:00,0.09994054
2024-05-27 17:00:00+00:00,0.15378171
2024-05-27 18:00:00+00:00,0.15456186
2024-05-27 19:00:00+00:00,0.2516617
2024-05-27 20:00:00+00:00,1.2440522
2024-05-27 21:00:00+00:00,0.45682734
2024-05-27 22:00:00+00:00,0.38102567
2024-05-27 23:00:00+00:00,0.34096727
2024-05-28 00:00:00+00:00,0.34521493
2024-05-28 01:00:00+00:00,0.48430672
2024-05-28 02:00:00+00:00,0.38986346
2024-05-28 03:00:00+00:00,0.20841777
2024-05-28 04:00:00+00:00,0.22645885
2024-05-28 05:00:00+00:00,0.51326597
2024-05-28 06:00:00+00:00,0.4376737
2024-05-28 07:00:00+00:00,0.25110602
2024-05-28 08:00:00+00:00,0.2892549
2024-05-28 09:00:00+00:00,0.14037955
2024-05-28 10:00:00+00:00,0.1493622
2024-05-28 11:00:00+00:00,-0.28786528
2024-05-28 12:00:00+00:00,-0.1477412
2024-05-28 13:00:00+00:00,-0.09410465
2024-05-28 14:00:00+00:00,-0.11550975
2024-05-28 15:00:00+00:00,-0.012212753
2024-05-28 16:00:00+00:00,-0.839669
2024-05-28 17:00:00+00:00,-0.5452633
2024-05-28 18:00:00+00:00,-0.3466093
2024-05-28 19:00:00+00:00,-0.47027308
2024-05-28 20:00:00+00:00,-0.27091622
2024-05-28 21:00:00+00:00,-0.25605038
2024-05-28 22:00:00+00:00,-0.3870057
2024-05-28 23:00:00+00:00,-0.44976607
2024-05-29 00:00:00+00:00,-0.40820456
2024-05-29 01:00:00+00:00,-0.3571863
2024-05-29 02:00:00+00:00,-0.2499192
2024-05-29 03:00:00+00:00,-0.016411453
2024-05-29 04:00:00+00:00,-0.21976289
2024-05-29 05:00:00+00:00,-0.6062695
2024-05-29 06:00:00+00:00,-0.05678785
2024-05-29 07:00:00+00:00,0.18821633
2024-05-29 08:00:00+00:00,0.545951
2024-05-29 09:00:00+00:00,0.340294
2024-05-29 10:00:00+00:00,0.445755
2024-05-29 11:00:00+00:00,-0.013118744
2024-05-29 12:00:00+00:00,0.24409425
2024-05-29 13:00:00+00:00,0.56051314
2024-05-29 14:00:00+00:00,0.4872824
2024-05-29 15:00:00+00:00,0.03511846
2024-05-29 16:00:00+00:00,-0.82362664
2024-05-29 17:00:00+00:00,-0.52278805
2024-05-29 18:00:00+00:00,-0.34481335
2024-05-29 19:00:00+00:00,-0.35280165
2024-05-29 20:00:00+00:00,-0.23672682
2024-05-29 21:00:00+00:00,-0.20395203
2024-05-29 22:00:00+00:00,-0.27415988
2024-05-29 23:00:00+00:00,-0.24401161
2024-05-30 00:00:00+00:00,-0.20495981
2024-05-30 01:00:00+00:00,0.30113977
2024-05-30 02:00:00+00:00,0.44100347
2024-05-30 03:00:00+00:00,0.0015934408
2024-05-30 04:00:00+00:00,-0.041354567
2024-05-30 05:00:00+00:00,0.21746165
2024-05-30 06:00:00+00:00,0.84731746
2024-05-30 07:00:00+00:00,1.18261
2024-05-30 08:00:00+00:00,0.5905261
2024-05-30 09:00:00+00:00,0.003515005
2024-05-30 10:00:00+00:00,0.3761742
2024-05-30 11:00:00+00:00,0.33422375
2024-05-30 12:00:00+00:00,0.24122512
2024-05-30 13:00:00+00:00,0.39405286
2024-05-30 14:00:00+00:00,0.55122316
2024-05-30 15:00:00+00:00,-0.25374532
2024-05-30 16:00:00+00:00,-0.41510087
2024-05-30 17:00:00+00:00,-0.42146766
2024-05-30 18:00:00+00:00,-0.3192632
2024-05-30 19:00:00+00:00,-0.2707862
2024-05-30 20:00:00+00:00,-0.16965073
2024-05-30 21:00:00+00:00,-0.17306903
2024-05-30 22:00:00+00:00,-0.11615066
2024-05-30 23:00:00+00:00,0.74389863
2024-05-31 00:00:00+00:00,0.49460742
2024-05-31 01:00:00+00:00,0.1412988
2024-05-31 02:00:00+00:00,0.11048961
2024-05-31 03:00:00+00:00,0.021692395
2024-05-31 04:00:00+00:00,0.18193173
2024-05-31 05:00:00+00:00,0.28761768
2024-05-31 06:00:00+00:00,0.4686824
2024-05-31 07:00:00+00:00,0.5823207
2024-05-31 08:00:00+00:00,0.8171662
2024-05-31 09:00:00+00:00,0.6329055
2024-05-31 10:00:00+00:00,0.5569842
2024-05-31 11:00:00+00:00,-0.004096031
2024-05-31 12:00:00+00:00,-0.09671819
2024-05-31 13:00:00+00:00,0.4479568
2024-05-31 14:00:00+00:00,-0.11802912
2024-05-31 15:00:00+00:00,0.38434768
2024-05-31 16:00:00+00:00,-0.35484385
2024-05-31 17:00:00+00:00,-0.1994017
2024-05-31 18:00:00+00:00,-0.032749236
2024-05-31 19:00:00+00:00,-0.061635137
2024-05-31 20:00:00+00:00,-0.17366469
2024-05-31 21:00:00+00:00,-0.0862498
2024-05-31 22:00:00+00:00,-0.26867536
2024-05-31 23:00:00+00:00,-0.29399344
2024-06-01 00:00:00+00:00,-0.2851127
2024-06-01 01:00:00+00:00,-0.35353816
2024-06-01 02:00:00+00:00,-0.31497437
2024-06-01 03:00:00+00:00,-0.4567688
2024-06-01 04:00:00+00:00,-0.5816847
2024-06-01 05:00:00+00:00,-0.6283246
2024-06-01 06:00:00+00:00,-0.6799183
2024-06-01 07:00:00+00:00,-1.0694103
2024-06-01 08:00:00+00:00,-1.0036818
2024-06-01 09:00:00+00:00,-1.1988031
2024-06-01 10:00:00+00:00,-0.8428821
2024-06-01 11:00:00+00:00,-0.056905568
2024-06-01 12:00:00+00:00,-0.5203432
2024-06-01 13:00:00+00:00,-0.32384485
2024-06-01 14:00:00+00:00,-0.38810837
2024-06-01 15:00:00+00:00,-0.39435166
2024-06-01 16:00:00+00:00,-0.5625645
2024-06-01 17:00:00+00:00,-0.58485293
2024-06-01 18:00:00+00:00,-0.5308473
2024-06-01 19:00:00+00:00,-0.5314983
2024-06-01 20:00:00+00:00,-0.46377164
2024-06-01 21:00:00+00:00,-0.5098712
2024-06-01 22:00:00+00:00,-0.5331827
2024-06-01 23:00:00+00:00,-0.58069825
2024-06-02 00:00:00+00:00,-0.5187648
2024-06-02 01:00:00+00:00,0.08676801
